accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001691421-24-000108,1691421,"Lemonade, Inc. (LMND, LMND-WT) (CIK 0001691421)",LMND,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1691421/000169142124000108/exhibit102-pprcontractju.htm,2024-07-31,2024-1691421-0001691421-24-000108-exhibit102-pprcontractju.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001691421-24-000108,1691421,"Lemonade, Inc. (LMND, LMND-WT) (CIK 0001691421)",LMND,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1691421/000169142124000108/exhibit105-wqsswissrejul.htm,2024-07-31,2024-1691421-0001691421-24-000108-exhibit105-wqsswissrejul.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001691421-24-000108,1691421,"Lemonade, Inc. (LMND, LMND-WT) (CIK 0001691421)",LMND,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1691421/000169142124000108/exhibit103-wqshannoverju.htm,2024-07-31,2024-1691421-0001691421-24-000108-exhibit103-wqshannoverju.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950170-24-094718,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.15,10-Q,EX-10.15,https://www.sec.gov/Archives/edgar/data/1400810/000095017024094718/hci-ex10_15.htm,2024-08-09,2024-1400810-0000950170-24-094718-hci-ex10_15.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001691421-24-000108,1691421,"Lemonade, Inc. (LMND, LMND-WT) (CIK 0001691421)",LMND,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1691421/000169142124000108/exhibit104-wqsmapfrejuly.htm,2024-07-31,2024-1691421-0001691421-24-000108-exhibit104-wqsmapfrejuly.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0000950170-24-094718,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.23,10-Q,EX-10.23,https://www.sec.gov/Archives/edgar/data/1400810/000095017024094718/hci-ex10_23.htm,2024-08-09,2024-1400810-0000950170-24-094718-hci-ex10_23.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950170-24-094718,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.20,10-Q,EX-10.20,https://www.sec.gov/Archives/edgar/data/1400810/000095017024094718/hci-ex10_20.htm,2024-08-09,2024-1400810-0000950170-24-094718-hci-ex10_20.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950170-24-094718,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.12,10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/1400810/000095017024094718/hci-ex10_12.htm,2024-08-09,2024-1400810-0000950170-24-094718-hci-ex10_12.htm,gemini-2.0-flash,,,,,
0000950170-24-094718,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.18,10-Q,EX-10.18,https://www.sec.gov/Archives/edgar/data/1400810/000095017024094718/hci-ex10_18.htm,2024-08-09,2024-1400810-0000950170-24-094718-hci-ex10_18.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950170-24-094718,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.10,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1400810/000095017024094718/hci-ex10_10.htm,2024-08-09,2024-1400810-0000950170-24-094718-hci-ex10_10.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
