accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001069996-19-000090,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.5,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1069996/000106999619000090/exhibit105-19xf7v1075xre.htm,2019-11-12,2019-1069996-0001069996-19-000090-exhibit105-19xf7v1075xre.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001069996-19-000090,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.3,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1069996/000106999619000090/exhibit103-19xf7v1101xre.htm,2019-11-12,2019-1069996-0001069996-19-000090-exhibit103-19xf7v1101xre.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001069996-19-000090,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.1,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1069996/000106999619000090/exhibit101-19xf7v1099xre.htm,2019-11-12,2019-1069996-0001069996-19-000090-exhibit101-19xf7v1099xre.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001069996-19-000090,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.2,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1069996/000106999619000090/exhibit102-19xf7v1054red.htm,2019-11-12,2019-1069996-0001069996-19-000090-exhibit102-19xf7v1054red.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001069996-19-000090,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.6,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1069996/000106999619000090/exhibit106-19xf7v1055xre.htm,2019-11-12,2019-1069996-0001069996-19-000090-exhibit106-19xf7v1055xre.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001527469-19-000049,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1527469/000152746919000049/q32019exhibit101.htm,2019-11-05,2019-1527469-0001527469-19-000049-q32019exhibit101.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-19-215297,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.42,10-Q,EX-10.42,https://www.sec.gov/Archives/edgar/data/1400810/000119312519215297/d648468dex1042.htm,2019-08-07,2019-1400810-0001193125-19-215297-d648468dex1042.htm,gemini-2.0-flash,,,,,
0001193125-19-215297,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.41,10-Q,EX-10.41,https://www.sec.gov/Archives/edgar/data/1400810/000119312519215297/d648468dex1041.htm,2019-08-07,2019-1400810-0001193125-19-215297-d648468dex1041.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-19-215297,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.44,10-Q,EX-10.44,https://www.sec.gov/Archives/edgar/data/1400810/000119312519215297/d648468dex1044.htm,2019-08-07,2019-1400810-0001193125-19-215297-d648468dex1044.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-19-215297,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.43,10-Q,EX-10.43,https://www.sec.gov/Archives/edgar/data/1400810/000119312519215297/d648468dex1043.htm,2019-08-07,2019-1400810-0001193125-19-215297-d648468dex1043.htm,gemini-2.0-flash,Yes,Non-Life,Treaty,Proportional,Specialty
