accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0000356130-18-000125,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,EXHIBIT 10.1.4,10-Q,EX-10.1.4,https://www.sec.gov/Archives/edgar/data/356130/000035613018000125/a1014aggcatxolperocccatxol.htm,2018-08-07,2018-356130-0000356130-18-000125-a1014aggcatxolperocccatxol.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001069996-18-000028,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1069996/000106999618000028/fnhc93018ex101.htm,2018-11-07,2018-1069996-0001069996-18-000028-fnhc93018ex101.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001069996-18-000028,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1069996/000106999618000028/fnhc93018ex103.htm,2018-11-07,2018-1069996-0001069996-18-000028-fnhc93018ex103.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001069996-18-000028,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1069996/000106999618000028/fnhc93018ex105.htm,2018-11-07,2018-1069996-0001069996-18-000028-fnhc93018ex105.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001069996-18-000028,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1069996/000106999618000028/fnhc93018ex104.htm,2018-11-07,2018-1069996-0001069996-18-000028-fnhc93018ex104.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001527469-18-000052,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1527469/000152746918000052/q22018ex102viac-aademodcoa.htm,2018-08-03,2018-1527469-0001527469-18-000052-q22018ex102viac-aademodcoa.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001069996-18-000028,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1069996/000106999618000028/fnhc93018ex102.htm,2018-11-07,2018-1069996-0001069996-18-000028-fnhc93018ex102.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.28,10-Q,EX-10.28,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1028.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1028.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001628280-18-013740,1091748,"Argo Group International Holdings, Ltd. (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,NEW CREDIT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1091748/000162828018013740/ex101newcreditagreement.htm,2018-11-06,2018-1091748-0001628280-18-013740-ex101newcreditagreement.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.26,10-Q,EX-10.26,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1026.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1026.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.27,10-Q,EX-10.27,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1027.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1027.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.29,10-Q,EX-10.29,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1029.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1029.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.21,10-Q,EX-10.21,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1021.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1021.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.22,10-Q,EX-10.22,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1022.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1022.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.25,10-Q,EX-10.25,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1025.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1025.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.20,10-Q,EX-10.20,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1020.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1020.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000356130-18-000125,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,EXHIBIT 10.1.5,10-Q,EX-10.1.5,https://www.sec.gov/Archives/edgar/data/356130/000035613018000125/a1015semi-annaggcatxolrein.htm,2018-08-07,2018-356130-0000356130-18-000125-a1015semi-annaggcatxolrein.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001564590-18-003779,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.19,10-K,EX-10.19,https://www.sec.gov/Archives/edgar/data/1018979/000156459018003779/amsf-ex1019_13.htm,2018-02-28,2018-1018979-0001564590-18-003779-amsf-ex1019_13.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0000896159-18-000002,896159,Chubb Ltd (CB) (CIK 0000896159),CB,EXHIBIT 10.88,10-K,EX-10.88,https://www.sec.gov/Archives/edgar/data/896159/000089615918000002/cb-12312017xex1088.htm,2018-02-23,2018-896159-0000896159-18-000002-cb-12312017xex1088.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000045947-18-000028,45947,TALCOTT RESOLUTION LIFE INSURANCE CO (CIK 0000045947),,EXHIBIT 10.02,10-Q,EX-10.02,https://www.sec.gov/Archives/edgar/data/45947/000004594718000028/tl10q6302018ex1002.htm,2018-08-14,2018-45947-0000045947-18-000028-tl10q6302018ex1002.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001437749-18-002993,1463913,US Alliance Corp (CIK 0001463913),,EXHIBIT 10.11,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/1463913/000143774918002993/ex_105266.htm,2018-02-21,2018-1463913-0001437749-18-002993-ex_105266.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001069996-18-000028,1069996,FedNat Holding Co (CIK 0001069996),FNHC,EXHIBIT 10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1069996/000106999618000028/fnhc93018ex106.htm,2018-11-07,2018-1069996-0001069996-18-000028-fnhc93018ex106.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Property
0000045947-18-000028,45947,TALCOTT RESOLUTION LIFE INSURANCE CO (CIK 0000045947),,EXHIBIT 10.01,10-Q,EX-10.01,https://www.sec.gov/Archives/edgar/data/45947/000004594718000028/tl10q6302018ex1001.htm,2018-08-14,2018-45947-0000045947-18-000028-tl10q6302018ex1001.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001527469-18-000052,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EXHIBIT 10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1527469/000152746918000052/q22018ex104sixthamendedand.htm,2018-08-03,2018-1527469-0001527469-18-000052-q22018ex104sixthamendedand.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001582086-18-000029,1582086,Blue Capital Reinsurance Holdings Ltd. (CIK 0001582086),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1582086/000158208618000029/bcrhexhibit101q26302018.htm,2018-08-01,2018-1582086-0001582086-18-000029-bcrhexhibit101q26302018.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000356130-18-000125,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,EXHIBIT 10.1.1,10-Q,EX-10.1.1,https://www.sec.gov/Archives/edgar/data/356130/000035613018000125/a1011amendedrestatedpoolin.htm,2018-08-07,2018-356130-0000356130-18-000125-a1011amendedrestatedpoolin.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0000898174-18-000031,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/898174/000089817418000031/ex101rgaflexiblestockplan.htm,2018-08-03,2018-898174-0000898174-18-000031-ex101rgaflexiblestockplan.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000011544-18-000022,11544,"BERKLEY W R CORP (WRB, WRB-PE, WRB-PF, WRB-PG, WRB-PH) (CIK 0000011544)",WRB,FORM OF 2018 PERFORMANCE UNIT AWARD AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/11544/000001154418000022/wrb331201810qex101.htm,2018-05-07,2018-11544-0000011544-18-000022-wrb331201810qex101.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001193125-18-238234,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EX-10.30,10-Q,EX-10.30,https://www.sec.gov/Archives/edgar/data/1400810/000119312518238234/d392014dex1030.htm,2018-08-03,2018-1400810-0001193125-18-238234-d392014dex1030.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000898174-18-000006,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EXHIBIT 10.11,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/898174/000089817418000006/a201710-kex1011.htm,2018-02-27,2018-898174-0000898174-18-000006-a201710-kex1011.htm,gpt-4o-mini,No,NA,NA,NA,NA
0000011544-18-000089,11544,"BERKLEY W R CORP (WRB, WRB-PE, WRB-PF, WRB-PG, WRB-PH) (CIK 0000011544)",WRB,10-Q 3Q18 EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/11544/000001154418000089/wrb930201810qex101.htm,2018-11-08,2018-11544-0000011544-18-000089-wrb930201810qex101.htm,gpt-4o-mini,No,NA,NA,NA,NA
0001527469-18-000052,1527469,"Athene Holding Ltd (ATHS, ATH-PA, ATH-PB, ATH-PC, ATH-PD, ATH-PE) (CIK 0001527469)",ATH.PA,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1527469/000152746918000052/q22018ex101viac-aadereinsu.htm,2018-08-03,2018-1527469-0001527469-18-000052-q22018ex101viac-aadereinsu.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
