accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0000950123-10-014518,1044566,CNA SURETY CORP (CIK 0001044566),,EX-10.48,10-K,EX-10.48,https://www.sec.gov/Archives/edgar/data/1044566/000095012310014518/c56212exv10w48.htm,2010-02-19,2010-1044566-0000950123-10-014518-c56212exv10w48.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000950123-10-014518,1044566,CNA SURETY CORP (CIK 0001044566),,EX-10.46,10-K,EX-10.46,https://www.sec.gov/Archives/edgar/data/1044566/000095012310014518/c56212exv10w46.htm,2010-02-19,2010-1044566-0000950123-10-014518-c56212exv10w46.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-10-044946,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,"RESERVE AGREEMENT DATED DECEMBER 21, 2006",10-K,EX-10.27.2,https://www.sec.gov/Archives/edgar/data/911421/000119312510044946/dex10272.htm,2010-03-01,2010-911421-0001193125-10-044946-dex10272.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-10-285614,54473,KANSAS CITY LIFE INSURANCE CO (CIK 0000054473),,COINSURANCE AGREEMENT,10-K/A,EX-10.(E),https://www.sec.gov/Archives/edgar/data/54473/000119312510285614/dex10e.htm,2010-12-21,2010-54473-0001193125-10-285614-dex10e.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000009346-10-000009,9346,BALDWIN & LYONS INC (CIK 0000009346),,EXHIBIT 10(G),10-K,EX-10.G,https://www.sec.gov/Archives/edgar/data/9346/000000934610000009/exh10g.htm,2010-03-11,2010-9346-0000009346-10-000009-exh10g.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001445305-10-000857,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,CATASTROPHE EXCESS OF LOSS REINSURANCE AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1401521/000144530510000857/exh101063010.htm,2010-08-09,2010-1401521-0001445305-10-000857-exh101063010.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-10-188771,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,REINSTATEMENT PREMIUM PROTECTION AGREEEMENT EFFECTIVE 6/1/2010,10-Q,EX-10.14,https://www.sec.gov/Archives/edgar/data/1400810/000119312510188771/dex1014.htm,2010-08-13,2010-1400810-0001193125-10-188771-dex1014.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001445305-10-000857,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,CATASTROPHE 3RD EVENT EXCESS OF LOSS REINSURANCE AGREEMENT,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1401521/000144530510000857/exh106063010.htm,2010-08-09,2010-1401521-0001445305-10-000857-exh106063010.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001445305-10-000857,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,CATASTROPHE 2ND EVENT EXCESS OF LOSS REINSURANCE AGREEMENT,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1401521/000144530510000857/exh105063010.htm,2010-08-09,2010-1401521-0001445305-10-000857-exh105063010.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001445305-10-000857,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,REINSTATEMENT PREMIUM PROTECTION REINSURANCE AGREEMENT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1401521/000144530510000857/exh104063010uihc10q.htm,2010-08-09,2010-1401521-0001445305-10-000857-exh104063010uihc10q.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000950123-10-103712,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1403385/000095012310103712/v57295exv10w3.htm,2010-11-10,2010-1403385-0000950123-10-103712-v57295exv10w3.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Health
0000950123-10-103712,1403385,Symetra Financial CORP (CIK 0001403385),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1403385/000095012310103712/v57295exv10w2.htm,2010-11-10,2010-1403385-0000950123-10-103712-v57295exv10w2.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Health
0001445305-10-000857,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,PER RISK EXCESS OF LOSS REINSURANCE AGREEMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1401521/000144530510000857/exh103063010uihc10q.htm,2010-08-09,2010-1401521-0001445305-10-000857-exh103063010uihc10q.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Multi-line
0001193125-10-051860,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,CASUALTY CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.29,https://www.sec.gov/Archives/edgar/data/1018979/000119312510051860/dex1029.htm,2010-03-10,2010-1018979-0001193125-10-051860-dex1029.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001193125-10-188771,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,EXCESS CATASTROPHE REINSURANCE CONTRACT,10-Q,EX-10.13,https://www.sec.gov/Archives/edgar/data/1400810/000119312510188771/dex1013.htm,2010-08-13,2010-1400810-0001193125-10-188771-dex1013.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-10-188771,1400810,"Homeowners Choice, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,AGGREGATE EXCESS CATASTROPHE REINSURANCE AGREEMENT DATED 6/1/2010,10-Q,EX-10.15,https://www.sec.gov/Archives/edgar/data/1400810/000119312510188771/dex1015.htm,2010-08-13,2010-1400810-0001193125-10-188771-dex1015.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000832480-10-000011,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,LIFE RE AGREEMENT,10-K/A,EX-10.13,https://www.sec.gov/Archives/edgar/data/832480/000083248010000011/lifereagreement.htm,2010-12-28,2010-832480-0000832480-10-000011-lifereagreement.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001193125-10-044946,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,"CANADIAN QUOTA SHARE RETROCESSION AGREEMENT DATED DECEMBER 21, 2006",10-K,EX-10.27.4,https://www.sec.gov/Archives/edgar/data/911421/000119312510044946/dex10274.htm,2010-03-01,2010-911421-0001193125-10-044946-dex10274.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-10-044946,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,"QUOTA SHARE RETROCESSION AGREEMENT DATED DECEMBER 21, 2006",10-K,EX-10.27.5,https://www.sec.gov/Archives/edgar/data/911421/000119312510044946/dex10275.htm,2010-03-01,2010-911421-0001193125-10-044946-dex10275.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001144204-10-017336,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1453820/000114420410017336/v178527_ex10-8.htm,2010-03-31,2010-1453820-0001144204-10-017336-v178527_ex10-8.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000832480-10-000011,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,AGREEMENT BMA,10-K/A,EX-10.12,https://www.sec.gov/Archives/edgar/data/832480/000083248010000011/bmaagreement.htm,2010-12-28,2010-832480-0000832480-10-000011-bmaagreement.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001144204-10-017336,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,,10-K,EX-10.12,https://www.sec.gov/Archives/edgar/data/1453820/000114420410017336/v178527_ex10-12.htm,2010-03-31,2010-1453820-0001144204-10-017336-v178527_ex10-12.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001193125-10-183350,708819,MCDERMOTT INTERNATIONAL INC (CIK 0000708819),,NOVATION AND ASSUMPTION AGREEMENT AMONG ACE AMERICAN INSURANCE COMPANY,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/708819/000119312510183350/dex107.htm,2010-08-09,2010-708819-0001193125-10-183350-dex107.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0000950123-10-014518,1044566,CNA SURETY CORP (CIK 0001044566),,EX-10.47,10-K,EX-10.47,https://www.sec.gov/Archives/edgar/data/1044566/000095012310014518/c56212exv10w47.htm,2010-02-19,2010-1044566-0000950123-10-014518-c56212exv10w47.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001144204-10-017336,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,,10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/1453820/000114420410017336/v178527_ex10-10.htm,2010-03-31,2010-1453820-0001144204-10-017336-v178527_ex10-10.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001144204-10-017336,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1453820/000114420410017336/v178527_ex10-9.htm,2010-03-31,2010-1453820-0001144204-10-017336-v178527_ex10-9.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001193125-10-044946,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,AMENDED AND RESTATED RUN OFF SERVICES AND MANAGEMENT AGREEMENT,10-K,EX-10.27.1,https://www.sec.gov/Archives/edgar/data/911421/000119312510044946/dex10271.htm,2010-03-01,2010-911421-0001193125-10-044946-dex10271.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001193125-10-285614,54473,KANSAS CITY LIFE INSURANCE CO (CIK 0000054473),,AUTOMATIC YRT REINSURANCE AGREEMENT,10-K/A,EX-10.(F),https://www.sec.gov/Archives/edgar/data/54473/000119312510285614/dex10f.htm,2010-12-21,2010-54473-0001193125-10-285614-dex10f.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000950123-10-023520,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EX-10.GG,10-K,EX-10.GG,https://www.sec.gov/Archives/edgar/data/800457/000095012310023520/w77589exv10wgg.htm,2010-03-11,2010-800457-0000950123-10-023520-w77589exv10wgg.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0001193125-10-285614,54473,KANSAS CITY LIFE INSURANCE CO (CIK 0000054473),,COINSURANCE LIFE REINSURANCE AGREEMENT,10-K/A,EX-10.(I),https://www.sec.gov/Archives/edgar/data/54473/000119312510285614/dex10i.htm,2010-12-21,2010-54473-0001193125-10-285614-dex10i.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001193125-10-285614,54473,KANSAS CITY LIFE INSURANCE CO (CIK 0000054473),,AUTOMATIC AND FACULTATIVE REINSURANCE AGREEMENT (COINSURANCE BASIS),10-K/A,EX-10.(G),https://www.sec.gov/Archives/edgar/data/54473/000119312510285614/dex10g.htm,2010-12-21,2010-54473-0001193125-10-285614-dex10g.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000832480-10-000011,832480,UTG INC (UTGN) (CIK 0000832480),UTGN,PARK AVENUE AGREEMENT,10-K/A,EX-10.14,https://www.sec.gov/Archives/edgar/data/832480/000083248010000011/parkaveagrmt.htm,2010-12-28,2010-832480-0000832480-10-000011-parkaveagrmt.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001144204-10-017336,1453820,PENN MILLERS HOLDING CORP (CIK 0001453820),,,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/1453820/000114420410017336/v178527_ex10-11.htm,2010-03-31,2010-1453820-0001144204-10-017336-v178527_ex10-11.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0001193125-10-034759,913144,"RENAISSANCERE HOLDINGS LTD (RNR, RNR-PF, RNR-PG) (CIK 0000913144)",RNR,FIRST AMENDMENT AGREEMENT TO THE THIRD AMENDED & RESTATED CREDIT AGREEMENT,10-K,EX-10.20,https://www.sec.gov/Archives/edgar/data/913144/000119312510034759/dex1020.htm,2010-02-19,2010-913144-0001193125-10-034759-dex1020.htm,gpt-4o-mini,No,NA,NA,NA,NA
