accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001562762-17-000175,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.9,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000175/fnhc-20170930xex10_9.htm,2017-11-09,2017-1069996-0001562762-17-000175-fnhc-20170930xex10_9.htm,gpt-4o-mini,No,Non-Life,NA,NA,Property
0001437749-17-002785,1463913,US Alliance Corp (CIK 0001463913),,EXHIBIT 10.10,10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/1463913/000143774917002785/ex10-10.htm,2017-02-17,2017-1463913-0001437749-17-002785-ex10-10.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Health
0001437749-17-002785,1463913,US Alliance Corp (CIK 0001463913),,EXHIBIT 10.9,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1463913/000143774917002785/ex10-9.htm,2017-02-17,2017-1463913-0001437749-17-002785-ex10-9.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Health
0001562762-17-000077,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.1,10-Q/A,EX-10.1,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000077/fnhc-20160930xex10_1.htm,2017-05-26,2017-1069996-0001562762-17-000077-fnhc-20160930xex10_1.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000175,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000175/fnhc-20170930xex10_1.htm,2017-11-09,2017-1069996-0001562762-17-000175-fnhc-20170930xex10_1.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000077,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.6,10-Q/A,EX-10.6,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000077/fnhc-20160930xex10_6.htm,2017-05-26,2017-1069996-0001562762-17-000077-fnhc-20160930xex10_6.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000077,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.3,10-Q/A,EX-10.3,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000077/fnhc-20160930xex10_3.htm,2017-05-26,2017-1069996-0001562762-17-000077-fnhc-20160930xex10_3.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000077,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.5,10-Q/A,EX-10.5,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000077/fnhc-20160930xex10_5.htm,2017-05-26,2017-1069996-0001562762-17-000077-fnhc-20160930xex10_5.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Casualty
0001562762-17-000077,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.2,10-Q/A,EX-10.2,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000077/fnhc-20160930xex10_2.htm,2017-05-26,2017-1069996-0001562762-17-000077-fnhc-20160930xex10_2.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000077,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.4,10-Q/A,EX-10.4,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000077/fnhc-20160930xex10_4.htm,2017-05-26,2017-1069996-0001562762-17-000077-fnhc-20160930xex10_4.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000175,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000175/fnhc-20170930xex10_6.htm,2017-11-09,2017-1069996-0001562762-17-000175-fnhc-20170930xex10_6.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000175,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000175/fnhc-20170930xex10_5.htm,2017-11-09,2017-1069996-0001562762-17-000175-fnhc-20170930xex10_5.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001562762-17-000175,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000175/fnhc-20170930xex10_3.htm,2017-11-09,2017-1069996-0001562762-17-000175-fnhc-20170930xex10_3.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-17-000175,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1069996/000156276217000175/fnhc-20170930xex10_4.htm,2017-11-09,2017-1069996-0001562762-17-000175-fnhc-20170930xex10_4.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Property
