accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0000947354-01-000002,947354,GE GLOBAL INSURANCE HOLDING CORP (CIK 0000947354),,EXCESS OF LOSS RETROCESSION AGREEMENT (E2),10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/947354/000094735401000002/0004.txt,2001-03-23,2001-947354-0000947354-01-000002-0004.txt,gpt-4o-mini,,,,,
0000947354-01-000002,947354,GE GLOBAL INSURANCE HOLDING CORP (CIK 0000947354),,EXCESS OF LOSS RETROCESSION AGREEMENT (E2),10-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/947354/000094735401000002/0005.txt,2001-03-23,2001-947354-0000947354-01-000002-0005.txt,gpt-4o-mini,,,,,
0000947354-01-000002,947354,GE GLOBAL INSURANCE HOLDING CORP (CIK 0000947354),,EXCESS OF LOSS RETROCESSION AGREEMENT (E2),10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/947354/000094735401000002/0003.txt,2001-03-23,2001-947354-0000947354-01-000002-0003.txt,gpt-4o-mini,,,,,
0001133884-01-500498,925600,GORAN CAPITAL INC (CIK 0000925600),,EX-10.14,10-Q/A,EX-10.14,https://www.sec.gov/Archives/edgar/data/925600/000113388401500498/gex10_14-25484.txt,2001-08-15,2001-925600-0001133884-01-500498-gex10_14-25484.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001133884-01-500497,1013698,SYMONS INTERNATIONAL GROUP INC (CIK 0001013698),,EX-10.14,10-Q/A,EX-10.14,https://www.sec.gov/Archives/edgar/data/1013698/000113388401500497/gex10_14-25483.txt,2001-08-15,2001-1013698-0001133884-01-500497-gex10_14-25483.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000893220-01-500565,1064063,MIIX GROUP INC (CIK 0001064063),,CONB. QUOTA SHARE & AGGREGATE EXCESS LOSS REINSUR.,10-Q,EX-10.53,https://www.sec.gov/Archives/edgar/data/1064063/000089322001500565/w52468ex10-53.txt,2001-08-13,2001-1064063-0000893220-01-500565-w52468ex10-53.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000914039-01-000143,777199,SAGE LIFE ASSURANCE OF AMERICA INC (CIK 0000777199),,EXHIBIT 10.2,10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/777199/000091403901000143/y47400kex10-2.txt,2001-04-12,2001-777199-0000914039-01-000143-y47400kex10-2.txt,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0001133884-01-500498,925600,GORAN CAPITAL INC (CIK 0000925600),,EX-10.9,10-Q/A,EX-10.9,https://www.sec.gov/Archives/edgar/data/925600/000113388401500498/gex10_9-25484.txt,2001-08-15,2001-925600-0001133884-01-500498-gex10_9-25484.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0001133884-01-500497,1013698,SYMONS INTERNATIONAL GROUP INC (CIK 0001013698),,EX-10.9,10-Q/A,EX-10.9,https://www.sec.gov/Archives/edgar/data/1013698/000113388401500497/gex10_9-25483.txt,2001-08-15,2001-1013698-0001133884-01-500497-gex10_9-25483.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0000950117-01-000614,1091748,"PXRE GROUP LTD (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,EXHIBIT 10.1,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1091748/000095011701000614/0003.txt,2001-03-29,2001-1091748-0000950117-01-000614-0003.txt,gpt-4o-mini,,,,,
0000950123-01-002452,775368,ALLEGHANY CORP /DE (CIK 0000775368),Y,AGREEMENT,10-K,EX-10.23,https://www.sec.gov/Archives/edgar/data/775368/000095012301002452/y46113ex10-23.txt,2001-03-20,2001-775368-0000950123-01-002452-y46113ex10-23.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000930661-01-000850,760498,"BANCFIRST CORP /OK/ (BANF, BANFP) (CIK 0000760498)",BANF,STOCK PURCHASE AGREEMENT,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/760498/000093066101000850/0004.txt,2001-03-30,2001-760498-0000930661-01-000850-0004.txt,gpt-4o-mini,,,,,
0000950117-01-000614,1091748,"PXRE GROUP LTD (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,EXHIBIT 10.22,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1091748/000095011701000614/0008.txt,2001-03-29,2001-1091748-0000950117-01-000614-0008.txt,gpt-4o-mini,,,,,
0000908139-01-500005,908139,AMERICO LIFE INC (CIK 0000908139),,,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/908139/000090813901500005/exhibit10.txt,2001-05-15,2001-908139-0000908139-01-500005-exhibit10.txt,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000908139-01-500005,908139,AMERICO LIFE INC (CIK 0000908139),,,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/908139/000090813901500005/exhibit08.txt,2001-05-15,2001-908139-0000908139-01-500005-exhibit08.txt,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000931763-01-000575,5513,"UNUMPROVIDENT CORP (UNM, UNMA) (CIK 0000005513)",UNM,5 YEAR CREDIT AGREEMENT,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/5513/000093176301000575/0013.txt,2001-03-28,2001-5513-0000931763-01-000575-0013.txt,gpt-4o-mini,,,,,
0000931763-01-000575,5513,"UNUMPROVIDENT CORP (UNM, UNMA) (CIK 0000005513)",UNM,364 DAY CREDIT AGREEMENT,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/5513/000093176301000575/0014.txt,2001-03-28,2001-5513-0000931763-01-000575-0014.txt,gpt-4o-mini,,,,,
0000809801-01-000001,809801,MERIDIAN INSURANCE GROUP INC (CIK 0000809801),,,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/809801/000080980101000001/0003.txt,2001-03-30,2001-809801-0000809801-01-000001-0003.txt,gpt-4o-mini,,,,,
0000003642-01-000004,3642,ALLCITY INSURANCE CO /NY/ (CIK 0000003642),,,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/3642/000000364201000004/0003.txt,2001-04-02,2001-3642-0000003642-01-000004-0003.txt,gpt-4o-mini,,,,,
