accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001401521-15-000007,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,EXHIBIT 10.10,10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/1401521/000140152115000007/exh1010swissrexolcontract.htm,2015-02-25,2015-1401521-0001401521-15-000007-exh1010swissrexolcontract.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001346922-15-000008,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10-41,10-K,EX-10.41,https://www.sec.gov/Archives/edgar/data/1346922/000134692215000008/ex_10-41.htm,2015-03-27,2015-1346922-0001346922-15-000008-ex_10-41.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Property
0001346922-15-000008,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10-39,10-K,EX-10.39,https://www.sec.gov/Archives/edgar/data/1346922/000134692215000008/ex_10-39.htm,2015-03-27,2015-1346922-0001346922-15-000008-ex_10-39.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Property
0001346922-15-000008,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10-42,10-K,EX-10.42,https://www.sec.gov/Archives/edgar/data/1346922/000134692215000008/ex_10-42.htm,2015-03-27,2015-1346922-0001346922-15-000008-ex_10-42.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Property
0001401521-15-000007,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,EXHIBIT 10.9,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1401521/000140152115000007/exh109genrexolcontract.htm,2015-02-25,2015-1401521-0001401521-15-000007-exh109genrexolcontract.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001401521-15-000007,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,EXHIBIT 10.8,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1401521/000140152115000007/exh1082014secondeventcatxo.htm,2015-02-25,2015-1401521-0001401521-15-000007-exh1082014secondeventcatxo.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001346922-15-000008,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10-38,10-K,EX-10.38,https://www.sec.gov/Archives/edgar/data/1346922/000134692215000008/ex_10-38.htm,2015-03-27,2015-1346922-0001346922-15-000008-ex_10-38.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001346922-15-000008,1346922,Homeowners of America Holding Corp (CIK 0001346922),,EXHIBIT 10-40,10-K,EX-10.40,https://www.sec.gov/Archives/edgar/data/1346922/000134692215000008/ex_10-40.htm,2015-03-27,2015-1346922-0001346922-15-000008-ex_10-40.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001401521-15-000007,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,EXHIBIT 10.7,10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/1401521/000140152115000007/exh1072014reinsurancecontr.htm,2015-02-25,2015-1401521-0001401521-15-000007-exh1072014reinsurancecontr.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001564590-15-002289,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,EX-10.28,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1282543/000156459015002289/affm-ex1028_20141231923.htm,2015-03-31,2015-1282543-0001564590-15-002289-affm-ex1028_20141231923.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
