accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001562762-16-000453,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1069996/000156276216000453/c996-20160930xex10_1.htm,2016-11-08,2016-1069996-0001562762-16-000453-c996-20160930xex10_1.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-16-000453,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1069996/000156276216000453/c996-20160930xex10_6.htm,2016-11-08,2016-1069996-0001562762-16-000453-c996-20160930xex10_6.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-16-000453,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1069996/000156276216000453/c996-20160930xex10_5.htm,2016-11-08,2016-1069996-0001562762-16-000453-c996-20160930xex10_5.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001562762-16-000453,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1069996/000156276216000453/c996-20160930xex10_3.htm,2016-11-08,2016-1069996-0001562762-16-000453-c996-20160930xex10_3.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-16-000453,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1069996/000156276216000453/c996-20160930xex10_2.htm,2016-11-08,2016-1069996-0001562762-16-000453-c996-20160930xex10_2.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001562762-16-000453,1069996,FEDERATED NATIONAL HOLDING CO (CIK 0001069996),FNHC,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1069996/000156276216000453/c996-20160930xex10_4.htm,2016-11-08,2016-1069996-0001562762-16-000453-c996-20160930xex10_4.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0001365555-16-000365,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1365555/000136555516000365/exhibit101endorsement3.htm,2016-11-14,2016-1365555-0001365555-16-000365-exhibit101endorsement3.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001412100-16-000188,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1412100/000141210016000188/exhibit102maiden-amtrustme.htm,2016-11-08,2016-1412100-0001412100-16-000188-exhibit102maiden-amtrustme.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001365555-16-000365,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1365555/000136555516000365/exhibit102endorsement4.htm,2016-11-14,2016-1365555-0001365555-16-000365-exhibit102endorsement4.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001628280-16-017801,913144,"RENAISSANCERE HOLDINGS LTD (RNR, RNR-PF, RNR-PG) (CIK 0000913144)",RNR,SECOND AMENDMENT TO LETTER OF CREDIT REIMBURSEMENT AGREEMENT,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/913144/000162828016017801/ex1092016q2.htm,2016-07-27,2016-913144-0001628280-16-017801-ex1092016q2.htm,gpt-4o-mini,No,NA,NA,NA,NA
