accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename,classifyingModel,reinsurance,contractType,obligatoryType,proportional,classOfBusiness
0001047469-05-014744,913357,FINANCIAL SECURITY ASSURANCE HOLDINGS LTD/NY/ (CIK 0000913357),,EXHIBIT 10-2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/913357/000104746905014744/a2158014zex-10_2.htm,2005-05-13,2005-913357-0001047469-05-014744-a2158014zex-10_2.htm,gpt-4o-mini,No,Non-Life,NA,NA,Specialty
0000893220-05-001098,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,2003 WHOLE ACCOUNT NET QUOTA SHARE REINSURANCE COMMUTATION AND RELEASE AGREEMENT,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/909109/000089322005001098/w08666exv10w10.htm,2005-05-09,2005-909109-0000893220-05-001098-w08666exv10w10.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000893220-05-001098,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,2003 WHOLE ACCOUNT NET QUOTA SHARE REINSURANCE COMMUTATION AND RELEASE AGREEMENT,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/909109/000089322005001098/w08666exv10w9.htm,2005-05-09,2005-909109-0000893220-05-001098-w08666exv10w9.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001104659-05-021176,839759,ALLSTATE LIFE INSURANCE CO OF NEW YORK (CIK 0000839759),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/839759/000110465905021176/a05-8142_1ex10d1.htm,2005-05-06,2005-839759-0001104659-05-021176-a05-8142_1ex10d1.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000950137-05-009434,1044566,CNA SURETY CORP (CIK 0001044566),,AMENDMENT TO FORM OF SURETY QUOTA SHARE REINSURANCE CONTRACT,10-Q,EX-10.32,https://www.sec.gov/Archives/edgar/data/1044566/000095013705009434/c97172exv10w32.txt,2005-08-02,2005-1044566-0000950137-05-009434-c97172exv10w32.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0001125282-05-001024,1091748,"PXRE GROUP LTD (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,EXHIBIT 10.11,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/1091748/000112528205001024/b405016_ex1011.htm,2005-03-01,2005-1091748-0001125282-05-001024-b405016_ex1011.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000893220-05-002582,1051628,"ANNUITY & LIFE RE (HOLDINGS), LTD. (CIK 0001051628)",,"MASTER AGREEMENT DATED AS OF AUGUST 10, 2005",10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1051628/000089322005002582/w14531exv10w1.htm,2005-11-09,2005-1051628-0000893220-05-002582-w14531exv10w1.htm,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000950137-05-002491,1044566,CNA SURETY CORP (CIK 0001044566),,FORM OF SURETY EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.14,https://www.sec.gov/Archives/edgar/data/1044566/000095013705002491/c92567exv10w14.txt,2005-03-01,2005-1044566-0000950137-05-002491-c92567exv10w14.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950137-05-009434,1044566,CNA SURETY CORP (CIK 0001044566),,AMENDMENT TO FORM OF SURETY EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.31,https://www.sec.gov/Archives/edgar/data/1044566/000095013705009434/c97172exv10w31.txt,2005-08-02,2005-1044566-0000950137-05-009434-c97172exv10w31.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950134-05-010248,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,"QUOTA SHARE REINSURANCE AGREEMENT - AMERICAN AGENCIES GENERAL AGENCY, INC.",10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1282543/000095013405010248/d25414exv10w5.htm,2005-05-16,2005-1282543-0000950134-05-010248-d25414exv10w5.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0000950134-05-010248,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC (CIK 0001282543),,"QUOTA SHARE REINSURANCE AGREEMENT - A-AFFORDABLE MANAGING GENERAL AGENCY, INC.",10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1282543/000095013405010248/d25414exv10w4.htm,2005-05-16,2005-1282543-0000950134-05-010248-d25414exv10w4.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Casualty
0000950137-05-002491,1044566,CNA SURETY CORP (CIK 0001044566),,FORM OF SURETY EXCESS OF LOSS REINSURANCE CONTRACT,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/1044566/000095013705002491/c92567exv10w13.txt,2005-03-01,2005-1044566-0000950137-05-002491-c92567exv10w13.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0001125282-05-001498,1289592,"Tower Group, Inc. (CIK 0001289592)",,REINSURANCE AGREEMENT,10-K,EX-10.36,https://www.sec.gov/Archives/edgar/data/1289592/000112528205001498/b405557ex_10-36.txt,2005-03-22,2005-1289592-0001125282-05-001498-b405557ex_10-36.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Multi-line
0000950137-05-009434,1044566,CNA SURETY CORP (CIK 0001044566),,AMENDMENT TO FORM OF SURETY EXCESS OF LOSS REINSURANCE CONTRACT,10-Q,EX-10.30,https://www.sec.gov/Archives/edgar/data/1044566/000095013705009434/c97172exv10w30.txt,2005-08-02,2005-1044566-0000950137-05-009434-c97172exv10w30.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000893220-05-001985,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,"FLORIDA ONLY REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT EFFECTIVE JUNE 1, 2005 (PRELIMINARY AGREEMENT)",10-Q,EX-10.13,https://www.sec.gov/Archives/edgar/data/909109/000089322005001985/w11543exv10w13.htm,2005-08-15,2005-909109-0000893220-05-001985-w11543exv10w13.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000893220-05-001985,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,"REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT EFFECTIVE JUNE 1, 2005 (PRELIMINARY AGREEMENT)",10-Q,EX-10.11,https://www.sec.gov/Archives/edgar/data/909109/000089322005001985/w11543exv10w11.htm,2005-08-15,2005-909109-0000893220-05-001985-w11543exv10w11.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Specialty
0000950137-05-002491,1044566,CNA SURETY CORP (CIK 0001044566),,SERVICES AND INDEMNITY AGREEMENT,10-K,EX-10.19,https://www.sec.gov/Archives/edgar/data/1044566/000095013705002491/c92567exv10w19.txt,2005-03-01,2005-1044566-0000950137-05-002491-c92567exv10w19.txt,gpt-4o-mini,Yes,Non-Life,Treaty,Proportional,Specialty
0000893220-05-000746,1051628,"ANNUITY & LIFE RE (HOLDINGS), LTD. (CIK 0001051628)",,"LETTER OF INTENT, TRANSAMERICA OCCIDENTIAL LIFE INSURANCE COMPANY",10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/1051628/000089322005000746/w07372exv10w24.txt,2005-03-31,2005-1051628-0000893220-05-000746-w07372exv10w24.txt,gpt-4o-mini,Yes,Life,Treaty,Proportional,Life
0000893220-05-001985,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,"EXCESS CATASTROPHE REINSURANCE CONTRACT EFFECTIVE JUNE 1, 2005 (PRELIMINARY AGREEMENT)",10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/909109/000089322005001985/w11543exv10w10.htm,2005-08-15,2005-909109-0000893220-05-001985-w11543exv10w10.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000893220-05-001098,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,$50 MILLION EXCESS OF $90 MILLION FLORIDA ONLY CATASTROPHE REINSURANCE CONTRACT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/909109/000089322005001098/w08666exv10w2.htm,2005-05-09,2005-909109-0000893220-05-001098-w08666exv10w2.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
0000893220-05-001985,909109,PHILADELPHIA CONSOLIDATED HOLDING CORP (CIK 0000909109),,"FLORIDA ONLY EXCESS CATASTROPHE REINSURANCE CONTRACT EFFECTIVE JUNE 1, 2005 (PRELIMINARY AGREEMENT)",10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/909109/000089322005001985/w11543exv10w12.htm,2005-08-15,2005-909109-0000893220-05-001985-w11543exv10w12.htm,gpt-4o-mini,Yes,Non-Life,Treaty,Non-Proportional,Property
